date,daily_sales,rolling_7day_avg
2017-06-28,731896.99,799468.71
2017-06-29,630811.80,802460.56
2017-06-30,802273.14,808349.62
2017-07-01,1207529.92,843244.15
2017-07-02,1296379.22,872353.91
2017-07-03,925143.41,896607.56
2017-07-04,832359.29,918056.25
2017-07-05,844301.61,934114.06
2017-07-06,700272.01,944036.94
2017-07-07,805792.30,944539.68
2017-07-08,998347.19,914656.43
2017-07-09,1100833.32,886721.31
2017-07-10,804158.86,869437.80
2017-07-11,730534.77,854891.44
2017-07-12,748800.00,841248.35
2017-07-13,629651.36,831159.69
2017-07-14,765489.62,825402.16
2017-07-15,969077.13,821220.72
2017-07-16,1100803.70,821216.49
2017-07-17,818325.52,823240.30
2017-07-18,730133.71,823183.00
2017-07-19,767978.78,825922.83
2017-07-20,688288.07,834299.50
2017-07-21,782418.30,836717.89
2017-07-22,932902.05,831550.02
2017-07-23,1024288.74,820619.31
2017-07-24,816564.33,820367.71
2017-07-25,713581.63,818003.13
2017-07-26,740653.04,814099.45
2017-07-27,659849.83,810036.85
2017-07-28,835099.68,817562.76
2017-07-29,1032310.87,831764.02
2017-07-30,1123752.48,845973.12
2017-07-31,885856.84,855872.05
2017-08-01,988527.76,895150.07
2017-08-02,964712.02,927158.50
2017-08-03,728068.49,936904.02
2017-08-04,827775.69,935857.73
2017-08-05,965693.65,926340.99
2017-08-06,1049559.16,915741.94
2017-08-07,797464.96,903114.53
2017-08-08,717766.35,864434.33
2017-08-09,734139.67,831495.42
2017-08-10,651386.91,820540.91
2017-08-11,826373.72,820340.63
2017-08-12,792630.54,795617.33
2017-08-13,865639.68,769343.12
2017-08-14,760922.41,764122.75
2017-08-15,762661.94,770536.41
